Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,source_year,Event Month,event_start,event_end,duration_hours
November,11/16/2021,00:42:00,11/16/2021,07:35:00,California: Los Angeles County;,WECC,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Suspicious Activity,0,0,2021,,2021-11-16 00:42:00-06:00,2021-11-16 07:35:00-06:00,6.883333333333334
November,11/16/2021,17:37:00,11/16/2021,18:21:00,Maryland: Baltimore County;,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-11-16 17:37:00-06:00,2021-11-16 18:21:00-06:00,0.7333333333333333
November,11/17/2021,12:43:00,11/17/2021,13:25:00,Michigan: Wexford County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-11-17 12:43:00-06:00,2021-11-17 13:25:00-06:00,0.7
November,11/17/2021,13:12:00,Unknown,Unknown,Colorado: Larimer County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,2021,,2021-11-17 13:12:00-06:00,,
November,11/21/2021,10:00:00,11/21/2021,10:01:00,Wisconsin:,MRO/RF,Cyber Security Incident that was an attempt to compromise a High or Medium Impact Bulk Electric System Cyber System or their associated Electronic Access Control or Monitoring Systems,Cyber Event,0,0,2021,,2021-11-21 10:00:00-06:00,2021-11-21 10:01:00-06:00,0.016666666666666666
November,11/24/2021,10:00:00,11/26/2021,10:21:00,"California: Riverside County, Ventura County, San Bernardino County, Orange County, Los Angeles County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81406,2021,,2021-11-24 10:00:00-06:00,2021-11-26 10:21:00-06:00,48.35
November,11/30/2021,06:46:00,11/30/2021,06:47:00,North Carolina: South Carolina:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0,2021,,2021-11-30 06:46:00-06:00,2021-11-30 06:47:00-06:00,0.016666666666666666
November,11/30/2021,06:52:00,11/30/2021,07:25:00,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021,,2021-11-30 06:52:00-06:00,2021-11-30 07:25:00-06:00,0.55
November,11/30/2021,13:47:00,11/30/2021,14:21:00,California:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,10,6000,2021,,2021-11-30 13:47:00-06:00,2021-11-30 14:21:00-06:00,0.5666666666666667
November,11/30/2021,05:00:00,11/30/2021,05:01:00,Oregon: Multnomah County; Washington: Idaho: Utah: Wyoming:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021,,2021-11-30 05:00:00-06:00,2021-11-30 05:01:00-06:00,0.016666666666666666
December,12/01/2021,10:04:00,12/01/2021,13:08:00,Wisconsin: Eau Claire County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-12-01 10:04:00-06:00,2021-12-01 13:08:00-06:00,3.066666666666667
December,12/02/2021,10:33:00,12/02/2021,13:10:00,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-12-02 10:33:00-06:00,2021-12-02 13:10:00-06:00,2.6166666666666667
December,12/07/2021,14:33:00,12/07/2021,15:40:00,Indiana: Putnam County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0,2021,,2021-12-07 14:33:00-06:00,2021-12-07 15:40:00-06:00,1.1166666666666667
December,12/08/2021,09:04:00,12/08/2021,09:35:00,New York: Broome County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-12-08 09:04:00-06:00,2021-12-08 09:35:00-06:00,0.5166666666666667
December,12/10/2021,12:06:00,12/10/2021,13:07:00,Idaho: Ada County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021,,2021-12-10 12:06:00-06:00,2021-12-10 13:07:00-06:00,1.0166666666666666
December,12/11/2021,03:13:00,12/15/2021,15:30:00,"Tennessee: Davidson County, Sumner County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,177,107344,2021,,2021-12-11 03:13:00-06:00,2021-12-15 15:30:00-06:00,108.28333333333333
December,12/11/2021,18:16:00,12/13/2021,17:00:00,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,103000,2021,,2021-12-11 18:16:00-06:00,2021-12-13 17:00:00-06:00,46.733333333333334
December,12/11/2021,11:13:00,12/12/2021,23:06:00,Michigan:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,182410,2021,,2021-12-11 11:13:00-06:00,2021-12-12 23:06:00-06:00,35.88333333333333
December,12/11/2021,10:30:00,12/11/2021,15:00:00,"Michigan: Van Buren County, Gladwin County, Montcalm County, Branch County, Allegan County, Ionia County, Newaygo County, Mecosta County, Lake County, Midland County, Ogemaw County, Osceola County, Tuscola County;",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947,2021,,2021-12-11 10:30:00-06:00,2021-12-11 15:00:00-06:00,4.5
December,12/12/2021,06:14:00,12/12/2021,06:40:00,Louisiana: De Soto Parish;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,36,Unknown,2021,,2021-12-12 06:14:00-06:00,2021-12-12 06:40:00-06:00,0.43333333333333335
December,12/14/2021,07:28:00,12/14/2021,13:43:00,California: Humboldt County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,120,65994,2021,,2021-12-14 07:28:00-06:00,2021-12-14 13:43:00-06:00,6.25
December,12/14/2021,09:39:00,12/14/2021,09:48:00,Washington: Chelan County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0,2021,,2021-12-14 09:39:00-06:00,2021-12-14 09:48:00-06:00,0.15
December,12/15/2021,19:00:00,12/16/2021,03:00:00,Kansas:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,174000,2021,,2021-12-15 19:00:00-06:00,2021-12-16 03:00:00-06:00,8.0
December,12/15/2021,18:00:00,12/16/2021,09:00:00,Iowa: Wisconsin:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,134000,2021,,2021-12-15 18:00:00-06:00,2021-12-16 09:00:00-06:00,15.0
December,12/15/2021,16:37:00,12/16/2021,11:30:00,Missouri: Kansas:,SERC/MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,258000,2021,,2021-12-15 16:37:00-06:00,2021-12-16 11:30:00-06:00,18.883333333333333
December,12/15/2021,20:00:00,Unknown,Unknown,Wisconsin:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000,2021,,2021-12-15 20:00:00-06:00,,
December,12/15/2021,20:00:00,Unknown,Unknown,Wisconsin:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,156000,2021,,2021-12-15 20:00:00-06:00,,
December,12/15/2021,21:00:00,Unknown,Unknown,Iowa: Minnesota:,MRO," Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Severe Weather,Unknown,Unknown,2021,,2021-12-15 21:00:00-06:00,,
December,12/15/2021,15:56:00,12/15/2021,17:27:00,Nebraska: Burt County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,5,Unknown,2021,,2021-12-15 15:56:00-06:00,2021-12-15 17:27:00-06:00,1.5166666666666666
December,12/15/2021,16:37:00,Unknown,Unknown,Missouri: Kansas:,SERC/MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown,2021,,2021-12-15 16:37:00-06:00,,
December,12/16/2021,06:00:00,12/16/2021,20:00:00,"Michigan: Antrim County, Kalkaska County, Grand Traverse County, Leelanau County, Benzie County, Manistee County, Wexford County, Missaukee County, Lake County, Osceola County, Oceana County, Newaygo County, Mecosta County, Emmet County, Charlevoix County, Cheboygan County, Clare County, Roscommon County, Crawford County, Ogemaw County;",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,200675,2021,,2021-12-16 06:00:00-06:00,2021-12-16 20:00:00-06:00,14.0
December,12/18/2021,13:04:00,12/18/2021,21:59:00,California:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations,Suspicious Activity,10,11770,2021,,2021-12-18 13:04:00-06:00,2021-12-18 21:59:00-06:00,8.916666666666666
December,12/19/2021,20:48:00,12/19/2021,21:00:00,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021,,2021-12-19 20:48:00-06:00,2021-12-19 21:00:00-06:00,0.2
December,12/21/2021,21:59:00,12/22/2021,14:15:00,Texas: Cameron County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,22,Unknown,2021,,2021-12-21 21:59:00-06:00,2021-12-22 14:15:00-06:00,16.266666666666666
December,12/23/2021,01:10:00,12/23/2021,01:15:00,Pennsylvania: York County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2021,,2021-12-23 01:10:00-06:00,2021-12-23 01:15:00-06:00,0.08333333333333333
December,12/23/2021,14:02:00,12/23/2021,14:55:00,Massachusetts: Suffolk County[13];,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0,2021,,2021-12-23 14:02:00-06:00,2021-12-23 14:55:00-06:00,0.8833333333333333
December,12/24/2021,00:34:00,12/24/2021,06:40:00,Texas: Rusk County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Unknown,Unknown,2021,,2021-12-24 00:34:00-06:00,2021-12-24 06:40:00-06:00,6.1
December,12/27/2021,04:11:00,01/01/2022,02:41:00,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,381,115830,2021,,2021-12-27 04:11:00-06:00,2022-01-01 02:41:00-06:00,118.5
December,12/27/2021,21:01:00,12/30/2021,09:11:00,California: Humboldt County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,120,65994,2021,,2021-12-27 21:01:00-06:00,2021-12-30 09:11:00-06:00,60.166666666666664
December,12/29/2021,11:00:00,12/29/2021,12:00:00,Nevada: Clark County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2021,,2021-12-29 11:00:00-06:00,2021-12-29 12:00:00-06:00,1.0
December,12/30/2021,18:51:00,Unknown,Unknown,"Missouri: Adair County, Putnam County;",SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2021,,2021-12-30 18:51:00-06:00,,
January,01/01/2022,12:36:00,01/01/2022,14:12:00,Washington: Thurston County;,WECC," Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",System Operations,0,0,2022,,2022-01-01 12:36:00-06:00,2022-01-01 14:12:00-06:00,1.6
January,01/01/2022,12:36:00,01/02/2022,19:43:00,Washington: Thurston County;,WECC," Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",System Operations,0,0,2022,,2022-01-01 12:36:00-06:00,2022-01-02 19:43:00-06:00,31.116666666666667
January,01/01/2022,01:01:00,Unknown,Unknown,Georgia: Clayton County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0,2022,,2022-01-01 01:01:00-06:00,,
January,01/01/2022,00:06:00,01/01/2022,05:51:00,New Hampshire: Merrimack County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,2,845,2022,,2022-01-01 00:06:00-06:00,2022-01-01 05:51:00-06:00,5.75
January,01/02/2022,13:21:00,01/02/2022,17:38:00,California: Tuolumne County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,3,1706,2022,,2022-01-02 13:21:00-06:00,2022-01-02 17:38:00-06:00,4.283333333333333
January,01/03/2022,12:45:00,01/03/2022,12:46:00,Washington: Thurston County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0,2022,,2022-01-03 12:45:00-06:00,2022-01-03 12:46:00-06:00,0.016666666666666666
January,01/03/2022,05:00:00,01/04/2022,18:00:00,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,60424,2022,,2022-01-03 05:00:00-06:00,2022-01-04 18:00:00-06:00,37.0
January,01/03/2022,05:30:00,01/04/2022,12:30:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,142000,2022,,2022-01-03 05:30:00-06:00,2022-01-04 12:30:00-06:00,31.0
